query_id,rank,document_id,score
1297,2,171761,0.75720775
1297,3,46658,0.75512576
1297,4,102880,0.7121884
1297,5,41239,0.7092921
1297,6,545270,0.70855916
1297,7,15420,0.70669216
1297,8,241249,0.70487154
1297,9,573975,0.70331323
1297,10,375713,0.7011415
5085,1,102436,0.79558265
5085,2,180733,0.7666686
5085,3,451301,0.7664232
5085,4,171072,0.7609339
5085,5,332567,0.76034737
5085,6,376314,0.75631654
5085,7,593455,0.7549988
5085,8,139387,0.7528776
5085,9,237783,0.7479715
5085,10,11032,0.7475817
4767,1,420018,0.8640075
4767,2,429153,0.8365004
4767,3,306834,0.82470036
4767,4,395590,0.81819487
4767,5,260095,0.8100817
4767,6,351312,0.80951464
4767,7,56867,0.8073509
4767,8,376016,0.8069763
4767,9,131327,0.80368036
4767,10,147437,0.80173254
2593,1,449630,0.75332654
2593,2,147343,0.74897766
2593,3,145789,0.74500513
2593,4,106161,0.7440501
2593,5,156716,0.737633
2593,6,39749,0.73618823
2593,7,501690,0.73546064
2593,8,469515,0.7333673
2593,9,403288,0.730796
2593,10,335859,0.73007584
2724,1,162916,0.80446887
2724,2,41675,0.8044628
2724,3,51205,0.78272015
2724,4,245867,0.78175306
2724,5,518487,0.7730622
2724,6,3118,0.7721374
2724,7,491472,0.76327074
2724,8,449623,0.76126295
2724,9,448044,0.75889456
2724,10,315345,0.758663
11088,1,437100,0.733461
11088,2,547388,0.71987647
11088,3,487343,0.7082538
11088,4,209846,0.70407665
11088,5,244856,0.6973635
11088,6,225785,0.6969718
11088,7,438080,0.69587505
11088,8,295142,0.69533676
11088,9,542613,0.68328
11088,10,436064,0.6805511
18,1,88124,0.7338598
18,2,494880,0.7267887
18,3,8415,0.72666883
18,4,459689,0.7233902
18,5,504317,0.7226916
18,6,377152,0.7215056
18,7,502283,0.71355414
18,8,431685,0.70655537
18,9,552756,0.7007269
18,10,58611,0.6972506
109,1,73427,0.8024778
109,2,83346,0.7690232
109,3,492178,0.76785237
109,4,107584,0.7580675
109,5,242923,0.7481289
109,6,367754,0.7475541
109,7,542022,0.74607503
109,8,500755,0.74583113
109,9,146657,0.74526715
109,10,366830,0.744028
8351,1,141213,0.73624486
8351,2,300139,0.7337977
8351,3,102316,0.7301066
8351,4,547460,0.72043115
8351,5,277311,0.72039866
8351,6,93231,0.7171136
8351,7,238075,0.71457547
8351,8,402726,0.7116049
8351,9,344065,0.71100783
8351,10,389501,0.7109767
6131,1,326094,0.8389164
6131,2,391384,0.8191853
6131,3,368806,0.7994707
6131,4,99449,0.78883386
6131,5,218088,0.78536505
6131,6,533288,0.78517455
6131,7,296165,0.78072417
6131,8,116243,0.7777488
6131,9,228871,0.77723694
6131,10,496080,0.77713203
3480,1,221015,0.81472945
3480,2,418352,0.7803303
3480,3,75568,0.7580656
3480,4,53468,0.75462997
3480,5,566837,0.6390893
3480,6,289700,0.6355478
3480,7,9814,0.6325937
3480,8,171123,0.63224936
3480,9,200457,0.626477
3480,10,563884,0.6250409
7992,1,132601,0.79611003
7992,2,181515,0.77412087
7992,3,277373,0.76670015
7992,4,246109,0.76368284
7992,5,180571,0.7596201
7992,6,144114,0.75352323
7992,7,160464,0.7526188
7992,8,569066,0.75195074
7992,9,233394,0.7474414
7992,10,559654,0.7444937
858,1,378821,0.7996597
858,2,55751,0.7991714
858,3,216964,0.79647124
858,4,410461,0.79429126
858,5,293027,0.7928498
858,6,289,0.7891364
858,7,420118,0.78892696
858,8,358164,0.78877014
858,9,558466,0.78871596
858,10,383616,0.7855021
4019,1,269671,0.7931872
4019,2,204479,0.7884786
4019,3,379948,0.78826815
4019,4,123256,0.7751651
4019,5,400714,0.77475303
4019,6,386211,0.7733635
4019,7,154508,0.7712478
4019,8,85977,0.7681322
4019,9,879,0.76748765
4019,10,179640,0.7660382
6080,1,22856,0.79786485
6080,2,2809,0.6863548
6080,3,535357,0.66851914
6080,4,109459,0.66622555
6080,5,471414,0.6631926
6080,6,201500,0.66225356
6080,7,466084,0.6612973
6080,8,236732,0.6606642
6080,9,547087,0.66035914
6080,10,437405,0.6587312
2580,1,344118,0.79475105
2580,2,461062,0.7628331
2580,3,274421,0.7552723
2580,4,187675,0.7545113
2580,5,72446,0.7480148
2580,6,31244,0.7439741
2580,7,85250,0.7411334
2580,8,429941,0.7409697
2580,9,62552,0.7402569
2580,10,232114,0.73996997
7513,1,391215,0.70071906
7513,2,31779,0.68696153
7513,3,222505,0.68336934
7513,4,520963,0.6715881
7513,5,172569,0.66855556
7513,6,524525,0.66801393
7513,7,85319,0.66639334
7513,8,275334,0.66509056
7513,9,220486,0.66475475
7513,10,29642,0.6640706
6959,1,208331,0.75806755
6959,2,94591,0.75070024
6959,3,116846,0.7437752
6959,4,229573,0.74215865
6959,5,468025,0.7416953
6959,6,177926,0.7333322
6959,7,198583,0.73280346
6959,8,472537,0.7290861
6959,9,52855,0.727478
6959,10,173836,0.72699296
5402,1,90579,0.7789755
5402,2,445163,0.7650723
5402,3,44105,0.7515772
5402,4,425994,0.7509822
5402,5,122807,0.7458959
5402,6,51728,0.7429281
5402,7,467195,0.73826474
5402,8,427110,0.73632807
5402,9,393617,0.73458195
5402,10,7928,0.7323743
4504,1,2981,0.8178567
4504,2,566458,0.796659
4504,3,44617,0.7456523
4504,4,51182,0.7455362
4504,5,69395,0.7436532
4504,6,568518,0.7375745
4504,7,14543,0.7355412
4504,8,540919,0.7343458
4504,9,50542,0.73320645
4504,10,272174,0.7310635
6562,1,582414,0.7265974
6562,2,324817,0.7171023
6562,3,473605,0.7163341
6562,4,69171,0.71494406
6562,5,185146,0.7108845
6562,6,183880,0.7048306
6562,7,346486,0.70432323
6562,8,60446,0.7040982
6562,9,10294,0.7006395
6562,10,282744,0.6987176
4775,1,265477,0.8093531
4775,2,365651,0.79773223
4775,3,95321,0.7957027
4775,4,436840,0.79462564
4775,5,321207,0.7898427
4775,6,281919,0.78602827
4775,7,306834,0.78574026
4775,8,9216,0.7846912
4775,9,56867,0.7815585
4775,10,440678,0.78039485
9565,1,478291,0.89866513
9565,2,292559,0.8974161
9565,3,84213,0.8533529
9565,4,170318,0.85160947
9565,5,580576,0.8515396
9565,6,263751,0.8411219
9565,7,295082,0.8405317
9565,8,444747,0.8354011
9565,9,139094,0.83042544
9565,10,335606,0.8296476
10734,1,263481,0.76412725
10734,2,225718,0.76098245
10734,3,62882,0.7380936
10734,4,426278,0.737772
10734,5,329496,0.7339347
10734,6,486828,0.724957
10734,7,589970,0.7240342
10734,8,543584,0.71061033
10734,9,582308,0.7078428
10734,10,470289,0.70542336
701,1,22710,0.7742162
701,2,352552,0.76753736
701,3,412868,0.74984324
701,4,436505,0.74416304
701,5,278168,0.74381006
701,6,177074,0.7420702
701,7,302022,0.7398251
701,8,125482,0.7372074
701,9,344955,0.7337054
701,10,459119,0.73296416
585,1,311117,0.7620819
585,2,552375,0.73353124
585,3,341625,0.7268017
585,4,556831,0.7240268
585,5,498631,0.7189567
585,6,562325,0.71744424
585,7,67301,0.71620643
585,8,565016,0.7150042
585,9,117801,0.7138045
585,10,126065,0.71285295
8934,1,96697,0.7749945
8934,2,129327,0.76856613
8934,3,412586,0.76587695
8934,4,276860,0.7620536
8934,5,62346,0.7616357
8934,6,197047,0.75962496
8934,7,535659,0.75851476
8934,8,244754,0.75847256
8934,9,284982,0.75734544
8934,10,189142,0.75687826
11054,1,321015,0.85390997
11054,2,155053,0.8528827
11054,3,199544,0.8016105
11054,4,444405,0.78973204
11054,5,109305,0.78651494
11054,6,101578,0.78165925
11054,7,159462,0.7796464
11054,8,419160,0.77634305
11054,9,52080,0.7751616
11054,10,66858,0.77200913
56,1,572690,0.7367343
56,2,156554,0.72249657
56,3,181187,0.7119668
56,4,384994,0.71095055
56,5,504056,0.70755595
56,6,451929,0.7043387
56,7,562780,0.69349676
56,8,397027,0.6928945
56,9,588194,0.6917018
56,10,109203,0.69122434
6862,1,386796,0.8133209
6862,2,94689,0.7856908
6862,3,93727,0.7496355
6862,4,192910,0.74326533
6862,5,89351,0.73524153
6862,6,326991,0.7333286
6862,7,201226,0.73194426
6862,8,238173,0.7291435
6862,9,31978,0.7265067
6862,10,129466,0.72356236
9598,1,498597,0.7989663
9598,2,574327,0.79187703
9598,3,298350,0.7906452
9598,4,452122,0.79003817
9598,5,192125,0.78684324
9598,6,220486,0.78299695
9598,7,367960,0.7751961
9598,8,188497,0.7749628
9598,9,558130,0.77216375
9598,10,528034,0.7715942
4265,1,157553,0.7895806
4265,2,392163,0.760014
4265,3,372283,0.73017657
4265,4,333443,0.7253854
4265,5,355636,0.72418344
4265,6,126603,0.71582866
4265,7,293111,0.7142005
4265,8,383555,0.7113172
4265,9,135511,0.7052754
4265,10,44360,0.7047121
90,1,423074,0.82236457
90,2,454537,0.8032552
90,3,370542,0.80058014
90,4,170933,0.79898065
90,5,515233,0.79554
90,6,458431,0.79395604
90,7,205341,0.790727
90,8,220022,0.7895972
90,9,80866,0.7886421
90,10,458079,0.788117
8592,1,212025,0.8179882
8592,2,382381,0.79278415
8592,3,287325,0.78395796
8592,4,183166,0.7806263
8592,5,193717,0.7799995
8592,6,441718,0.7663622
8592,7,290468,0.7637712
8592,8,340264,0.76187
8592,9,580534,0.7536937
8592,10,163566,0.753196
10547,1,503981,0.8162618
10547,2,281223,0.78590274
10547,3,4883,0.78524786
10547,4,234983,0.7822604
10547,5,95683,0.7796105
10547,6,110608,0.77702427
10547,7,422476,0.7759521
10547,8,287322,0.7741499
10547,9,404339,0.77284575
10547,10,304276,0.77182627
5231,1,535343,0.76403123
5231,2,542721,0.7230113
5231,3,54225,0.7099
5231,4,548596,0.7070968
5231,5,229119,0.7054168
5231,6,510163,0.70344055
5231,7,537111,0.7024976
5231,8,564338,0.70180297
5231,9,71553,0.70176333
5231,10,167586,0.7001479
7674,1,251596,0.7814693
7674,2,94653,0.78094244
7674,3,437436,0.78029656
7674,4,447886,0.7782042
7674,5,289045,0.77442443
7674,6,514841,0.77274334
7674,7,184756,0.7719915
7674,8,249279,0.7710394
7674,9,591534,0.76654994
7674,10,155151,0.76632977
3103,1,176596,0.77802193
3103,2,229937,0.76122487
3103,3,456679,0.69627386
3103,4,288464,0.6961716
3103,5,280699,0.69565666
3103,6,138645,0.6855993
3103,7,78086,0.6851464
3103,8,502666,0.6843132
3103,9,572796,0.68236625
3103,10,446340,0.6776465
10137,1,308048,0.7902124
10137,2,78632,0.7871121
10137,3,89351,0.75648105
10137,4,57168,0.7524964
10137,5,412226,0.7488146
10137,6,18349,0.73488283
10137,7,447303,0.7313074
10137,8,382295,0.7306262
10137,9,581642,0.72689176
10137,10,197478,0.726731
1415,1,387165,0.8120234
1415,2,393953,0.79700476
1415,3,66246,0.79507023
1415,4,185282,0.77455735
1415,5,318266,0.7705687
1415,6,306144,0.7646538
1415,7,342694,0.7597803
1415,8,164427,0.7571234
1415,9,276934,0.75659627
1415,10,156405,0.75570613
5940,1,386278,0.77651036
5940,2,473798,0.7719706
5940,3,250354,0.7719389
5940,4,239064,0.7711836
5940,5,46842,0.7685907
5940,6,182226,0.7622769
5940,7,95397,0.75913566
5940,8,530,0.75707316
5940,9,473154,0.7567253
5940,10,407505,0.75190306
6612,1,62694,0.79078937
6612,2,300554,0.7807204
6612,3,301192,0.78071284
6612,4,101363,0.7806137
6612,5,28060,0.779204
6612,6,254454,0.776444
6612,7,317945,0.7763713
6612,8,358687,0.775225
6612,9,338606,0.7745863
6612,10,14083,0.7741603
945,1,332626,0.78469145
945,2,26182,0.7632642
945,3,185384,0.76157236
945,4,52882,0.75094974
945,5,594784,0.7491699
945,6,352052,0.74900985
945,7,331384,0.74468935
945,8,136315,0.74147356
945,9,193367,0.73921525
945,10,347723,0.7386816
2549,1,535593,0.7530216
2549,2,36038,0.7522663
2549,3,501488,0.75036645
2549,4,287567,0.7457754
2549,5,221277,0.7419848
2549,6,584801,0.7358642
2549,7,305758,0.7351053
2549,8,420991,0.73129267
2549,9,202913,0.7295752
2549,10,489933,0.72724843
4714,1,584450,0.8067328
4714,2,505057,0.7741442
4714,3,211503,0.7646755
4714,4,386349,0.7534368
4714,5,479390,0.7462467
4714,6,264085,0.74548566
4714,7,296401,0.7399159
4714,8,146021,0.73739505
4714,9,268992,0.73696005
4714,10,237653,0.7334324
588,1,184838,0.8295386
588,2,439010,0.8236836
588,3,203710,0.8216338
588,4,583577,0.81785023
588,5,8901,0.79020953
588,6,574011,0.7866564
588,7,367137,0.785256
588,8,215189,0.7852421
588,9,480318,0.7829033
588,10,306679,0.78286326
4233,1,590836,0.80486524
4233,2,16270,0.7509898
4233,3,199362,0.7149263
4233,4,187129,0.71267354
4233,5,353048,0.7068082
4233,6,348225,0.7026241
4233,7,160578,0.69457084
4233,8,445113,0.6860983
4233,9,141235,0.6859828
4233,10,556827,0.684403
6441,1,293389,0.8096703
6441,2,176717,0.8029151
6441,3,109422,0.7986691
6441,4,119161,0.796249
6441,5,327080,0.7830694
6441,6,449623,0.7800069
6441,7,315205,0.76894176
6441,8,336399,0.7573575
6441,9,271920,0.7571854
6441,10,254279,0.75639075
8456,1,257853,0.8002333
8456,2,176822,0.7963789
8456,3,280111,0.784135
8456,4,123595,0.78124654
8456,5,125659,0.774212
8456,6,464132,0.7719289
8456,7,469036,0.77102196
8456,8,588116,0.7702825
8456,9,354815,0.7690114
8456,10,92267,0.7661749
10213,1,510022,0.7328323
10213,2,386305,0.73143697
10213,3,195373,0.7255677
10213,4,305904,0.710866
10213,5,266239,0.7108423
10213,6,272198,0.70222867
10213,7,158670,0.70184547
10213,8,425479,0.69851196
10213,9,436777,0.6978022
10213,10,524257,0.69690484
106,1,365410,0.7439232
106,2,76695,0.6889426
106,3,589692,0.68146557
106,4,266209,0.6808479
106,5,451723,0.6774088
106,6,336601,0.6761088
106,7,420915,0.6746036
106,8,345952,0.6745999
106,9,544254,0.6739228
106,10,115584,0.67347836
4306,1,450694,0.8992542
4306,2,116921,0.83525324
4306,3,87057,0.81874466
4306,4,499875,0.8179522
4306,5,79777,0.79793984
4306,6,490113,0.79720396
4306,7,233718,0.7804206
4306,8,472298,0.7793064
4306,9,505763,0.7743982
4306,10,36853,0.7719485
5196,1,297331,0.77715385
5196,2,497408,0.762233
5196,3,572396,0.7601246
5196,4,454842,0.75900084
5196,5,330049,0.7562992
5196,6,557870,0.756042
5196,7,289483,0.7559758
5196,8,476088,0.7554997
5196,9,12035,0.7546995
5196,10,393866,0.7528664
3006,1,512096,0.7729634
3006,2,258704,0.7663571
3006,3,589531,0.7546989
3006,4,490382,0.75431037
3006,5,208962,0.7529595
3006,6,494093,0.7501854
3006,7,188831,0.7496383
3006,8,464500,0.74909586
3006,9,290441,0.74821454
3006,10,211713,0.7463387
7205,1,159966,0.84090865
7205,2,20022,0.78310186
7205,3,370569,0.77166486
7205,4,61832,0.7601714
7205,5,36038,0.758489
7205,6,376396,0.75706005
7205,7,491843,0.7495239
7205,8,536345,0.74951303
7205,9,37959,0.74917924
7205,10,451348,0.74813575
3909,1,92157,0.7657744
3909,2,404352,0.76312494
3909,3,152446,0.7606106
3909,4,596473,0.75417745
3909,5,237483,0.7537143
3909,6,328295,0.7515143
3909,7,526169,0.7514403
3909,8,39223,0.75051355
3909,9,113929,0.7501684
3909,10,472837,0.7497976
4116,1,109149,0.7754159
4116,2,249851,0.74484235
4116,3,234674,0.74100184
4116,4,112957,0.7039408
4116,5,540553,0.67896223
4116,6,14687,0.67783564
4116,7,267554,0.6720305
4116,8,593761,0.6710372
4116,9,452169,0.66775894
4116,10,169691,0.66713977
4942,1,241928,0.76029825
4942,2,308071,0.7589642
4942,3,112208,0.7493396
4942,4,197480,0.74924535
4942,5,591385,0.74913067
4942,6,276593,0.74365044
4942,7,585139,0.7396764
4942,8,591558,0.7360203
4942,9,74659,0.735075
4942,10,480748,0.7341167
6907,1,4854,0.785512
6907,2,21786,0.7678101
6907,3,249320,0.7672973
6907,4,27416,0.759622
6907,5,209754,0.758603
6907,6,247021,0.7563688
6907,7,427859,0.7561795
6907,8,421992,0.7557966
6907,9,599414,0.75567055
6907,10,227284,0.7549325
5464,1,44855,0.7791401
5464,2,16013,0.7732748
5464,3,292447,0.7657268
5464,4,248206,0.7639649
5464,5,383921,0.76156694
5464,6,178501,0.7530539
5464,7,150893,0.75195456
5464,8,42749,0.75177217
5464,9,569409,0.7497246
5464,10,423438,0.74892473
2385,1,373059,0.79464215
2385,2,210889,0.7102284
2385,3,572690,0.7022143
2385,4,82119,0.69762313
2385,5,217472,0.690431
2385,6,287348,0.6855738
2385,7,225948,0.6846695
2385,8,97962,0.6840151
2385,9,11295,0.68314135
2385,10,80742,0.681502
691,1,260087,0.7780533
691,2,341473,0.7751802
691,3,183774,0.77218425
691,4,140500,0.76039934
691,5,188072,0.7506439
691,6,357113,0.7396932
691,7,51325,0.73904157
691,8,243983,0.7356082
691,9,526568,0.7312311
691,10,204142,0.72848934
3177,1,106863,0.84344447
3177,2,270992,0.8404437
3177,3,370244,0.83489513
3177,4,377429,0.82963014
3177,5,392465,0.8277221
3177,6,364735,0.8266053
3177,7,500486,0.8248006
3177,8,454224,0.8194056
3177,9,367960,0.8193715
3177,10,539263,0.81864417
10034,1,437584,0.7572914
10034,2,493160,0.7513737
10034,3,392313,0.74621177
10034,4,565296,0.7455151
10034,5,44955,0.7429938
10034,6,510599,0.7414577
10034,7,181942,0.7408453
10034,8,340661,0.7403314
10034,9,123047,0.73878103
10034,10,508895,0.7378219
5090,1,12988,0.7627009
5090,2,217831,0.7328719
5090,3,317662,0.72990286
5090,4,67503,0.7058674
5090,5,386312,0.70586735
5090,6,586289,0.7051106
5090,7,530114,0.7040566
5090,8,461233,0.7031771
5090,9,414534,0.70228046
5090,10,92430,0.6977787
2088,1,293687,0.7855215
2088,2,473798,0.7822535
2088,3,72846,0.7775751
2088,4,53993,0.7722374
2088,5,581127,0.77138066
2088,6,391156,0.7656385
2088,7,177648,0.76558304
2088,8,277645,0.7643152
2088,9,158923,0.76428306
2088,10,77631,0.7630074
9391,1,535518,0.8217783
9391,2,248158,0.77926576
9391,3,577832,0.7661681
9391,4,283202,0.765476
9391,5,105666,0.7619869
9391,6,136515,0.7606004
9391,7,291548,0.75927687
9391,8,17923,0.75739944
9391,9,536580,0.755234
9391,10,159336,0.7543286
529,1,220165,0.8259654
529,2,161020,0.8131861
529,3,552756,0.80902743
529,4,151023,0.8068825
529,5,251392,0.80032015
529,6,213185,0.79471153
529,7,178942,0.78954375
529,8,34087,0.78891593
529,9,582571,0.78618383
529,10,327199,0.7836851
2118,1,409562,0.6575722
2118,2,494439,0.6481626
2118,3,479351,0.64796543
2118,4,527904,0.6447753
2118,5,203231,0.6432873
2118,6,41271,0.6407343
2118,7,266447,0.64046544
2118,8,480443,0.64018
2118,9,560321,0.6386217
2118,10,210029,0.6378507
3148,1,172855,0.83404356
3148,2,584305,0.7694118
3148,3,65046,0.75360215
3148,4,229913,0.7469515
3148,5,357280,0.7433231
3148,6,395995,0.7395704
3148,7,226590,0.739213
3148,8,451969,0.72601604
3148,9,548291,0.7255459
3148,10,76898,0.7231859
4955,1,152265,0.81238973
4955,2,87398,0.8103862
4955,3,198465,0.79766244
4955,4,211308,0.79477745
4955,5,316132,0.78676784
4955,6,367137,0.78282785
4955,7,189761,0.781326
4955,8,446214,0.7671045
4955,9,395111,0.76609695
4955,10,415738,0.765674
8275,1,435963,0.76099086
8275,2,369166,0.75984967
8275,3,541991,0.75367045
8275,4,417840,0.7525067
8275,5,327941,0.74984956
8275,6,116846,0.74928117
8275,7,582736,0.743945
8275,8,524846,0.74265075
8275,9,558703,0.7394712
8275,10,538915,0.73943746
4678,1,385929,0.77273476
4678,2,386151,0.7681484
4678,3,536773,0.76779
4678,4,376016,0.75571424
4678,5,78754,0.75458384
4678,6,311446,0.7508727
4678,7,488258,0.7500993
4678,8,516631,0.7498777
4678,9,179891,0.7498218
4678,10,457547,0.7467188
2398,1,556453,0.76200235
2398,2,147099,0.75860137
2398,3,149721,0.7351785
2398,4,168089,0.7329315
2398,5,44058,0.72496486
2398,6,430123,0.72129995
2398,7,309231,0.7212341
2398,8,361314,0.7156989
2398,9,249195,0.7132931
2398,10,237895,0.7125434
3569,1,546646,0.7562816
3569,2,77670,0.7532251
3569,3,417460,0.7531762
3569,4,384751,0.7524082
3569,5,19853,0.7475599
3569,6,156001,0.7463056
3569,7,773,0.74089277
3569,8,461049,0.73835105
3569,9,542628,0.7371414
3569,10,567891,0.7359593
8072,1,412223,0.8285068
8072,2,31465,0.82650316
8072,3,503075,0.8212748
8072,4,92109,0.81410855
8072,5,472537,0.81185913
8072,6,184051,0.8047221
8072,7,183419,0.8017931
8072,8,394244,0.7966981
8072,9,554207,0.79595685
8072,10,294522,0.79586995
7734,1,226070,0.84621346
7734,2,71029,0.831192
7734,3,194319,0.825086
7734,4,132097,0.8058518
7734,5,583708,0.8045188
7734,6,223823,0.8020084
7734,7,571234,0.79111236
7734,8,70512,0.7866863
7734,9,96013,0.78225756
7734,10,416732,0.78220284
8947,1,237336,0.8081615
8947,2,553031,0.80623126
8947,3,461592,0.80253077
8947,4,214174,0.80186915
8947,5,13209,0.78732914
8947,6,241161,0.78092015
8947,7,491700,0.780291
8947,8,580612,0.7784822
8947,9,304780,0.7752619
8947,10,484149,0.77485156
6746,1,254730,0.81141776
6746,2,333674,0.80634344
6746,3,68853,0.80529207
6746,4,61853,0.801379
6746,5,545287,0.8000678
6746,6,247680,0.7992247
6746,7,283982,0.79655397
6746,8,231221,0.79353225
6746,9,366484,0.7928948
6746,10,500534,0.7928227
5511,1,25190,0.8104955
5511,2,38786,0.80903083
5511,3,529123,0.8073195
5511,4,241326,0.80292106
5511,5,352027,0.80094117
5511,6,194382,0.8001971
5511,7,479050,0.80014735
5511,8,167213,0.79216796
5511,9,399863,0.7915057
5511,10,495595,0.79100347
6009,1,541730,0.84716177
6009,2,42347,0.8264462
6009,3,569627,0.8245437
6009,4,10017,0.82324636
6009,5,506460,0.8180928
6009,6,78816,0.8179672
6009,7,198583,0.81728846
6009,8,115134,0.8154362
6009,9,302372,0.80970645
6009,10,590744,0.800102
813,1,33503,0.8147064
813,2,321114,0.80409503
813,3,160555,0.80066913
813,4,67241,0.7981434
813,5,235004,0.79536974
813,6,97842,0.79422176
813,7,417751,0.78741527
813,8,548705,0.785107
813,9,110983,0.78437626
813,10,66858,0.7839929
8834,1,528827,0.8066653
8834,2,163396,0.8027542
8834,3,569224,0.79896426
8834,4,599156,0.7904033
8834,5,197151,0.7874923
8834,6,39345,0.787137
8834,7,576624,0.7857148
8834,8,149384,0.7793005
8834,9,57387,0.7788061
8834,10,287092,0.77874315
1157,1,166977,0.77247655
1157,2,405777,0.76185274
1157,3,44256,0.7613257
1157,4,584074,0.75676703
1157,5,233877,0.7518414
1157,6,363495,0.74664295
1157,7,439460,0.746574
1157,8,126771,0.7461651
1157,9,123756,0.74461603
1157,10,569993,0.74413335
988,1,266239,0.7927719
988,2,133935,0.7922604
988,3,194080,0.7881732
988,4,312359,0.78706163
988,5,245616,0.7765918
988,6,501384,0.77624345
988,7,269671,0.7761499
988,8,326872,0.7760525
988,9,61575,0.77505445
988,10,82482,0.7718507
3369,1,443002,0.83991534
3369,2,18485,0.81706035
3369,3,555377,0.8166726
3369,4,296405,0.8151159
3369,5,15841,0.8146404
3369,6,4976,0.80529714
3369,7,240373,0.8047934
3369,8,301616,0.7981681
3369,9,392371,0.7969035
3369,10,341493,0.79482746
9296,1,408524,0.84008557
9296,2,206744,0.83448315
9296,3,148721,0.80531454
9296,4,368124,0.79730046
9296,5,209996,0.79645956
9296,6,530631,0.7890471
9296,7,159471,0.7874211
9296,8,410123,0.78242755
9296,9,428187,0.7820806
9296,10,147282,0.78085375
9643,1,71230,0.7825919
9643,2,448908,0.78008115
9643,3,295993,0.7733525
9643,4,591558,0.77021265
9643,5,112208,0.75894743
9643,6,103987,0.757303
9643,7,158639,0.7496006
9643,8,281763,0.7479266
9643,9,386299,0.74641705
9643,10,89591,0.7451378
9245,1,178497,0.8116931
9245,2,131488,0.81097716
9245,3,207253,0.799266
9245,4,259560,0.79543424
9245,5,472516,0.7937052
9245,6,340264,0.7920785
9245,7,518340,0.78568447
9245,8,186869,0.78533953
9245,9,391156,0.7824911
9245,10,147805,0.78088915
3490,1,189028,0.80205536
3490,2,311782,0.8006905
3490,3,306688,0.7991601
3490,4,556696,0.7976389
3490,5,447651,0.79485464
3490,6,291886,0.793524
3490,7,195767,0.7924819
3490,8,367742,0.78732485
3490,9,102443,0.7849521
3490,10,581866,0.7845548
5763,1,129439,0.75394654
5763,2,89964,0.7504672
5763,3,396540,0.74798715
5763,4,329504,0.7369585
5763,5,218144,0.73518765
5763,6,331255,0.7345666
5763,7,581455,0.72934365
5763,8,324874,0.7278779
5763,9,230297,0.72734785
5763,10,596272,0.7269974
26,1,176284,0.783806
26,2,336468,0.7669456
26,3,500755,0.75961965
26,4,483354,0.740879
26,5,274832,0.7380212
26,6,350819,0.733313
26,7,180071,0.7294631
26,8,563025,0.7219274
26,9,79136,0.7171564
26,10,274721,0.71500134
4962,1,232932,0.7717248
4962,2,52149,0.7713165
4962,3,337993,0.76648325
4962,4,154707,0.7621447
4962,5,36405,0.7608
4962,6,196173,0.7599987
4962,7,563169,0.75813115
4962,8,575509,0.7573728
4962,9,247021,0.7553713
4962,10,416839,0.75473595
4846,1,269701,0.66923547
4846,2,92650,0.6653387
4846,3,335892,0.664603
4846,4,3533,0.66248846
4846,5,23990,0.65901756
4846,6,236321,0.65826017
4846,7,248361,0.65757287
4846,8,383620,0.6573255
4846,9,271793,0.65619886
4846,10,597803,0.65546024
2460,1,549180,0.7591299
2460,2,584337,0.7539972
2460,3,530037,0.7456622
2460,4,410459,0.71219397
2460,5,28749,0.69972986
2460,6,526534,0.69282806
2460,7,589518,0.6835567
2460,8,77074,0.6745484
2460,9,493785,0.6718409
2460,10,441607,0.6716163
9403,1,51738,0.763497
9403,2,14349,0.75223863
9403,3,78754,0.7457391
9403,4,410450,0.73157096
9403,5,67500,0.73111904
9403,6,186332,0.7301581
9403,7,570632,0.7297117
9403,8,369996,0.7271006
9403,9,551986,0.72668254
9403,10,544337,0.7265617
5646,1,200972,0.8334847
5646,2,516413,0.7919285
5646,3,426510,0.77330637
5646,4,242013,0.7544385
5646,5,374145,0.73785865
5646,6,590080,0.7322366
5646,7,91788,0.7275653
5646,8,572848,0.72590387
5646,9,23016,0.72516704
5646,10,419570,0.7224781
3503,1,26339,0.81020373
3503,2,297764,0.79581726
3503,3,63091,0.7941264
3503,4,482077,0.7652171
3503,5,89509,0.7621447
3503,6,469125,0.75716865
3503,7,248448,0.7518694
3503,8,360621,0.750967
3503,9,279339,0.74257755
3503,10,178501,0.7390754
2676,1,582922,0.86286455
2676,2,55666,0.8482904
2676,3,101557,0.83587736
2676,4,581380,0.82394254
2676,5,460530,0.8218477
2676,6,127004,0.8154361
2676,7,583245,0.8057543
2676,8,31221,0.7960728
2676,9,97348,0.79041684
2676,10,584305,0.7880442
929,1,367754,0.78713
929,2,64556,0.7398164
929,3,422908,0.73326796
929,4,192379,0.7275411
929,5,374492,0.72747815
929,6,537593,0.7269467
929,7,396792,0.7232399
929,8,380786,0.72218
929,9,297391,0.72190017
929,10,463595,0.7218441
5993,1,94373,0.83022
5993,2,156195,0.82094955
5993,3,160193,0.8162288
5993,4,416796,0.81521356
5993,5,427206,0.8072665
5993,6,31189,0.80724585
5993,7,431212,0.7871699
5993,8,353911,0.7870943
5993,9,298908,0.781819
5993,10,544858,0.7754295
10845,1,191588,0.7700385
10845,2,67229,0.6792072
10845,3,475888,0.66319865
10845,4,416297,0.6615011
10845,5,231767,0.6562948
10845,6,496159,0.6553538
